antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'Horatio', 'Best Choice', 'Tell Tale', 'Red Wing'})",frozenset({'Hermanos'}),0.06109406952965235,0.3585122699386503,0.05061349693251534,0.8284518828451883,2.310804824021659,0.02871052338564994,3.7394040849917713,0.6041609946456121
"frozenset({'Horatio', 'Best Choice', 'Hermanos', 'Red Wing'})",frozenset({'Tell Tale'}),0.061860940695296525,0.34611451942740284,0.05061349693251534,0.8181818181818181,2.3639049281589903,0.029202527172435714,3.596370143149283,0.6150166515289132
"frozenset({'Horatio', 'Best Choice', 'Tri-State', 'Red Wing'})",frozenset({'High Top'}),0.06301124744376278,0.3397239263803681,0.05112474437627812,0.8113590263691683,2.3882893236690643,0.029718315988558095,3.500173164456758,0.620381257672896
"frozenset({'High Top', 'Horatio', 'Best Choice', 'Red Wing'})",frozenset({'Tri-State'}),0.06198875255623722,0.35109918200408996,0.05112474437627812,0.8247422680412372,2.349029306572494,0.029360544060329292,3.7025517262119587,0.6122445156015807
"frozenset({'Horatio', 'Best Choice', 'Hermanos', 'Red Wing'})",frozenset({'Tri-State'}),0.061860940695296525,0.35109918200408996,0.05125255623721881,0.8285123966942148,2.3597673795906577,0.02953323056109668,3.7839517579520527,0.6142260153431136
"frozenset({'Horatio', 'Best Choice', 'Tri-State', 'Red Wing'})",frozenset({'Hermanos'}),0.06301124744376278,0.3585122699386503,0.05125255623721881,0.8133874239350912,2.2687854562809817,0.02866225088448944,3.4375375100026666,0.5968433846498199
"frozenset({'Horatio', 'Best Choice', 'Hermanos', 'Red Wing'})",frozenset({'High Top'}),0.061860940695296525,0.3397239263803681,0.050102249488752554,0.8099173553719008,2.3840456690856855,0.029086607826163322,3.4736263003467585,0.6188261135516878
"frozenset({'High Top', 'Horatio', 'Best Choice', 'Red Wing'})",frozenset({'Hermanos'}),0.06198875255623722,0.3585122699386503,0.050102249488752554,0.8082474226804124,2.254448426043332,0.027878521099150635,3.3453930008575767,0.593204532119429
"frozenset({'Horatio', 'Hermanos', 'Nationeel', 'Red Wing'})",frozenset({'Tri-State'}),0.06377811860940695,0.35109918200408996,0.05227505112474438,0.8196392785571143,2.334494981955174,0.02988260585122177,3.5977945353328797,0.6105837095387903
"frozenset({'Horatio', 'Tri-State', 'Nationeel', 'Red Wing'})",frozenset({'Hermanos'}),0.06339468302658487,0.3585122699386503,0.05227505112474438,0.8245967741935484,2.3000517509056406,0.02954727941084221,3.6572174035681546,0.6034849083396504
"frozenset({'High Top', 'Horatio', 'Nationeel', 'Red Wing'})",frozenset({'Hermanos'}),0.062116564417177916,0.3585122699386503,0.05086912065439673,0.8189300411522633,2.2842455051605377,0.02859957014440388,3.542761781929726,0.5994547553795141
"frozenset({'Horatio', 'Tell Tale', 'Nationeel', 'Red Wing'})",frozenset({'Hermanos'}),0.06083844580777096,0.3585122699386503,0.05023006134969325,0.8256302521008404,2.3029344358064083,0.028418732043609722,3.678893488062682,0.6024218045518955
"frozenset({'Horatio', 'Ebony', 'Nationeel', 'Red Wing'})",frozenset({'Hermanos'}),0.06109406952965235,0.3585122699386503,0.05125255623721881,0.8389121338912133,2.339981652607791,0.029349582690353416,3.9822225320691564,0.6099079825619723
"frozenset({'Horatio', 'Hermanos', 'Nationeel', 'Red Wing'})",frozenset({'Ebony'}),0.06377811860940695,0.34266359918200406,0.05125255623721881,0.8036072144288577,2.3451782341258425,0.029398116565462675,3.347049632736531,0.6126679887312436
"frozenset({'Horatio', 'Ebony', 'Nationeel', 'Red Wing'})",frozenset({'Tri-State'}),0.06109406952965235,0.35109918200408996,0.05138036809815951,0.8410041841004184,2.3953464639248905,0.029930290260997573,4.081244618447961,0.620428351030039
"frozenset({'Horatio', 'Tri-State', 'Nationeel', 'Red Wing'})",frozenset({'Ebony'}),0.06339468302658487,0.34266359918200406,0.05138036809815951,0.810483870967742,2.365246477602243,0.02965731784326764,3.4684984553800646,0.6162799539420801
"frozenset({'High Top', 'Fast', 'Hermanos', 'Red Wing'})",frozenset({'Tri-State'}),0.06428936605316973,0.35109918200408996,0.053041922290388545,0.8250497017892644,2.3499049387692774,0.03046997845755914,3.709058084681167,0.6139193572541771
"frozenset({'High Top', 'Fast', 'Tri-State', 'Red Wing'})",frozenset({'Hermanos'}),0.06492842535787322,0.3585122699386503,0.053041922290388545,0.8169291338582676,2.27866436481536,0.029764285131795194,3.5040405039910265,0.6001106668335452
"frozenset({'Fast', 'Tell Tale', 'Hermanos', 'Red Wing'})",frozenset({'Tri-State'}),0.06428936605316973,0.35109918200408996,0.05278629856850716,0.8210735586481114,2.3385800956908716,0.030214354735677757,3.6266345716882538,0.6117169983989141
"frozenset({'Fast', 'Tell Tale', 'Tri-State', 'Red Wing'})",frozenset({'Hermanos'}),0.06428936605316973,0.3585122699386503,0.05278629856850716,0.8210735586481114,2.290224428828101,0.02973777201186847,3.5852036468984334,0.6020681491731802
"frozenset({'Ebony', 'Red Wing', 'Fast'})",frozenset({'Tri-State'}),0.08192740286298568,0.35109918200408996,0.06620654396728017,0.8081123244929798,2.3016639340491714,0.037441899838366356,3.381670116547792,0.6159988970096169
"frozenset({'Ebony', 'Hermanos', 'Fast', 'Red Wing'})",frozenset({'Tri-State'}),0.06467280163599182,0.35109918200408996,0.054831288343558285,0.8478260869565218,2.414776594229278,0.03212472059124879,4.264205375401698,0.6263936482575456
"frozenset({'Fast', 'Hermanos', 'Tri-State', 'Red Wing'})",frozenset({'Ebony'}),0.06748466257668712,0.34266359918200406,0.054831288343558285,0.8125,2.371130175307721,0.03170675097544758,3.5057941376959785,0.6201079622132255
"frozenset({'Fast', 'Ebony', 'Tri-State', 'Red Wing'})",frozenset({'Hermanos'}),0.06620654396728017,0.3585122699386503,0.054831288343558285,0.8281853281853282,2.3100613218260277,0.031095429981055616,3.7336027435031367,0.6073195897997431
"frozenset({'High Top', 'Fast', 'Ebony', 'Red Wing'})",frozenset({'Tri-State'}),0.061733128834355826,0.35109918200408996,0.05253067484662577,0.8509316770186336,2.4236219297392756,0.03085622381033034,4.353042987389231,0.6260419183527772
"frozenset({'High Top', 'Fast', 'Tri-State', 'Red Wing'})",frozenset({'Ebony'}),0.06492842535787322,0.34266359918200406,0.05253067484662577,0.8090551181102362,2.3610769280471797,0.030282066924276832,3.4425452743870304,0.6164923329063121
"frozenset({'High Top', 'Fast', 'Ebony', 'Red Wing'})",frozenset({'Hermanos'}),0.061733128834355826,0.3585122699386503,0.0515081799591002,0.834368530020704,2.327308156464167,0.02937609581028015,3.8729821702454004,0.6078430974880874
"frozenset({'High Top', 'Fast', 'Hermanos', 'Red Wing'})",frozenset({'Ebony'}),0.06428936605316973,0.34266359918200406,0.0515081799591002,0.8011928429423459,2.338132339866063,0.029478554398191713,3.3064020961145197,0.6116294842363466
"frozenset({'Ebony', 'Tell Tale', 'Fast', 'Red Wing'})",frozenset({'Tri-State'}),0.06160531697341513,0.35109918200408996,0.05227505112474438,0.8485477178423236,2.416831941899651,0.030645474728275644,4.284523209233268,0.6247213506509421
"frozenset({'Fast', 'Tell Tale', 'Tri-State', 'Red Wing'})",frozenset({'Ebony'}),0.06428936605316973,0.34266359918200406,0.05227505112474438,0.8131212723658052,2.3729432431891313,0.030245425563835887,3.5174490384197026,0.618334769957075
"frozenset({'Ebony', 'Tell Tale', 'Fast', 'Red Wing'})",frozenset({'Hermanos'}),0.06160531697341513,0.3585122699386503,0.052019427402862986,0.8443983402489627,2.3552843544056628,0.029933165374433864,4.122627811860941,0.6131991430275276
"frozenset({'Fast', 'Tell Tale', 'Hermanos', 'Red Wing'})",frozenset({'Ebony'}),0.06428936605316973,0.34266359918200406,0.052019427402862986,0.8091451292246521,2.3613396087481084,0.029989801841954496,3.4441688501192913,0.6161216412548198
"frozenset({'Fast', 'Ebony', 'Hermanos', 'Red Wing'})",frozenset({'Tell Tale'}),0.06467280163599182,0.34611451942740284,0.052019427402862986,0.8043478260869565,2.323935521161133,0.029635231744597926,3.34208134514883,0.6090868129676548
"frozenset({'Horatio', 'Fast', 'Ebony', 'Red Wing'})",frozenset({'Tri-State'}),0.058793456032719835,0.35109918200408996,0.050102249488752554,0.8521739130434782,2.427160063943274,0.02945991516847119,4.389623180560567,0.62472563713155
"frozenset({'Horatio', 'Fast', 'Tri-State', 'Red Wing'})",frozenset({'Ebony'}),0.06134969325153374,0.34266359918200406,0.050102249488752554,0.8166666666666667,2.383289817232376,0.029079942790470097,3.5854712771890687,0.6183473389355743
"frozenset({'Fast', 'Ebony', 'Nationeel', 'Red Wing'})",frozenset({'Hermanos'}),0.0596881390593047,0.3585122699386503,0.05112474437627812,0.8565310492505354,2.3891261780164665,0.029725814153712976,4.471265222964931,0.6183447736849259
"frozenset({'Fast', 'Hermanos', 'Nationeel', 'Red Wing'})",frozenset({'Ebony'}),0.06275562372188138,0.34266359918200406,0.05112474437627812,0.814663951120163,2.3774452642909942,0.02962067648282669,3.546727173644353,0.618174348834038
"frozenset({'Fast', 'Ebony', 'Nationeel', 'Red Wing'})",frozenset({'Tri-State'}),0.0596881390593047,0.35109918200408996,0.05138036809815951,0.8608137044967881,2.4517679009766544,0.03042391129909126,4.662102800062925,0.6297177291468444
"frozenset({'Fast', 'Tri-State', 'Nationeel', 'Red Wing'})",frozenset({'Ebony'}),0.0626278118609407,0.34266359918200406,0.05138036809815951,0.8204081632653061,2.394208679368801,0.029920096676996168,3.66016859546384,0.6212318554486905
"frozenset({'Fast', 'Hermanos', 'Nationeel', 'Red Wing'})",frozenset({'Tri-State'}),0.06275562372188138,0.35109918200408996,0.05240286298568507,0.835030549898167,2.378332370732894,0.030369414830776053,3.9334605140245915,0.6183417428064912
"frozenset({'Fast', 'Tri-State', 'Nationeel', 'Red Wing'})",frozenset({'Hermanos'}),0.0626278118609407,0.3585122699386503,0.05240286298568507,0.836734693877551,2.3339081086980245,0.02995002399412849,3.9291123466257654,0.6097195155207619
"frozenset({'Best Choice', 'Hermanos', 'Fast', 'Red Wing'})",frozenset({'Tri-State'}),0.06122188139059305,0.35109918200408996,0.05112474437627812,0.8350730688935282,2.3784534732518985,0.029629791899289482,3.9344745800005176,0.617354322668482
"frozenset({'Best Choice', 'Tri-State', 'Fast', 'Red Wing'})",frozenset({'Hermanos'}),0.06134969325153374,0.3585122699386503,0.05112474437627812,0.8333333333333334,2.3244206773618536,0.029130126588630862,3.8489263803680993,0.6070261437908497
"frozenset({'Fort West', 'Fast', 'Hermanos', 'Red Wing'})",frozenset({'Tri-State'}),0.06007157464212679,0.35109918200408996,0.05061349693251534,0.8425531914893617,2.3997583437250696,0.029522416213966986,4.121397087271321,0.6205699914565838
"frozenset({'Fort West', 'Fast', 'Tri-State', 'Red Wing'})",frozenset({'Hermanos'}),0.06096625766871166,0.3585122699386503,0.05061349693251534,0.830188679245283,2.315649278579356,0.02875634550604087,3.7776499659168357,0.6050428746427113
"frozenset({'Fort West', 'Fast', 'Ebony', 'Red Wing'})",frozenset({'Tri-State'}),0.05789877300613497,0.35109918200408996,0.05086912065439673,0.8785871964679912,2.502390325870245,0.030540908812902254,5.3445831009481335,0.6372798056215142
"frozenset({'Fort West', 'Fast', 'Tri-State', 'Red Wing'})",frozenset({'Ebony'}),0.06096625766871166,0.34266359918200406,0.05086912065439673,0.8343815513626834,2.4349874143460037,0.029978203372978535,3.9689805467111907,0.6275815582608838
"frozenset({'High Top', 'Ebony', 'Sunset', 'Red Wing'})",frozenset({'Hermanos'}),0.0650562372188139,0.3585122699386503,0.05227505112474438,0.8035363457760315,2.24130779656031,0.0289515918457601,3.265172546012271,0.592369231591983
"frozenset({'Ebony', 'Tri-State', 'Sunset', 'Red Wing'})",frozenset({'Hermanos'}),0.0679959100204499,0.3585122699386503,0.05534253578732106,0.8139097744360901,2.2702424510474044,0.030965167739345347,3.4471865898246254,0.6003390092467432
"frozenset({'Ebony', 'Hermanos', 'Sunset', 'Red Wing'})",frozenset({'Tri-State'}),0.06671779141104295,0.35109918200408996,0.05534253578732106,0.8295019157088122,2.3625857257028566,0.03191797379778438,3.805912662852414,0.6179641377635158
"frozenset({'Hermanos', 'Tri-State', 'Sunset', 'Red Wing'})",frozenset({'Ebony'}),0.06761247443762781,0.34266359918200406,0.05534253578732106,0.8185255198487712,2.388714534612751,0.03217420194692227,3.622197458674164,0.6235227076662019
"frozenset({'High Top', 'Hermanos', 'Sunset', 'Red Wing'})",frozenset({'Tri-State'}),0.06710122699386503,0.35109918200408996,0.05393660531697342,0.8038095238095239,2.2894087056009154,0.030377419407956647,3.30750416939663,0.6037160839406035
"frozenset({'High Top', 'Tri-State', 'Sunset', 'Red Wing'})",frozenset({'Hermanos'}),0.06569529652351738,0.3585122699386503,0.05393660531697342,0.821011673151751,2.2900518113152586,0.03038403543603448,3.5839640570818903,0.6029389072944289
"frozenset({'High Top', 'Ebony', 'Sunset', 'Red Wing'})",frozenset({'Tri-State'}),0.0650562372188139,0.35109918200408996,0.05355316973415133,0.8231827111984283,2.3445873798385524,0.030711978062361735,3.6698946262213146,0.613390603869187
"frozenset({'High Top', 'Tri-State', 'Sunset', 'Red Wing'})",frozenset({'Ebony'}),0.06569529652351738,0.34266359918200406,0.05355316973415133,0.8151750972762646,2.3789369493060404,0.031041782978073862,3.556535894952104,0.6204016468106919
"frozenset({'Ebony', 'Tell Tale', 'Sunset', 'Red Wing'})",frozenset({'Hermanos'}),0.06275562372188138,0.3585122699386503,0.05099693251533742,0.8126272912423625,2.266665214502761,0.028498271403389914,3.423592124566552,0.5962407040374699
"frozenset({'Tell Tale', 'Hermanos', 'Sunset', 'Red Wing'})",frozenset({'Ebony'}),0.06224437627811861,0.34266359918200406,0.05099693251533742,0.8193018480492813,2.390980104116963,0.029668050511038345,3.637759399981409,0.6203764146634817
"frozenset({'Tell Tale', 'Hermanos', 'Sunset', 'Red Wing'})",frozenset({'Tri-State'}),0.06224437627811861,0.35109918200408996,0.0515081799591002,0.8275154004106776,2.3569277367357633,0.02965423036349798,3.7620797424286687,0.6139327133185043
"frozenset({'Tell Tale', 'Tri-State', 'Sunset', 'Red Wing'})",frozenset({'Hermanos'}),0.061733128834355826,0.3585122699386503,0.0515081799591002,0.834368530020704,2.327308156464167,0.02937609581028015,3.8729821702454004,0.6078430974880874
"frozenset({'Ebony', 'Tell Tale', 'Sunset', 'Red Wing'})",frozenset({'Tri-State'}),0.06275562372188138,0.35109918200408996,0.0515081799591002,0.8207739307535642,2.337726696110625,0.029474731804191186,3.620571609499908,0.6105494080094099
"frozenset({'Tell Tale', 'Tri-State', 'Sunset', 'Red Wing'})",frozenset({'Ebony'}),0.061733128834355826,0.34266359918200406,0.0515081799591002,0.834368530020704,2.4349494139806,0.03035448384395348,3.9686685199386518,0.6280876669766291
"frozenset({'Horatio', 'Ebony', 'Sunset', 'Red Wing'})",frozenset({'Tri-State'}),0.0625,0.35109918200408996,0.051763803680981595,0.8282208588957055,2.358937022206043,0.029820104805725972,3.777529761904762,0.6144855967078189
"frozenset({'Horatio', 'Tri-State', 'Sunset', 'Red Wing'})",frozenset({'Ebony'}),0.06275562372188138,0.34266359918200406,0.051763803680981595,0.8248472505091651,2.407163330094632,0.030259735787530165,3.7529322418794906,0.6237148826630168
"frozenset({'Horatio', 'Ebony', 'Sunset', 'Red Wing'})",frozenset({'High Top'}),0.0625,0.3397239263803681,0.050102249488752554,0.8016359918200409,2.3596689240030098,0.02886950408997955,3.3286082474226797,0.6146258503401361
"frozenset({'High Top', 'Horatio', 'Sunset', 'Red Wing'})",frozenset({'Ebony'}),0.06224437627811861,0.34266359918200406,0.050102249488752554,0.8049281314168377,2.3490330847464898,0.02877336748445348,3.369713970509094,0.6124121380868008
"frozenset({'Horatio', 'Hermanos', 'Sunset', 'Red Wing'})",frozenset({'Tri-State'}),0.06198875255623722,0.35109918200408996,0.0516359918200409,0.8329896907216495,2.3725195996382187,0.029871791504092075,3.885393786765635,0.6167379886919064
"frozenset({'Horatio', 'Tri-State', 'Sunset', 'Red Wing'})",frozenset({'Hermanos'}),0.06275562372188138,0.3585122699386503,0.0516359918200409,0.8228105906313646,2.2950695404990364,0.029137330708093396,3.62035029264509,0.6020664080590522
"frozenset({'Horatio', 'Ebony', 'Sunset', 'Red Wing'})",frozenset({'Hermanos'}),0.0625,0.3585122699386503,0.05125255623721881,0.820040899795501,2.287344028520499,0.028845539366053167,3.564630681818181,0.6003325020781379
"frozenset({'Horatio', 'Hermanos', 'Sunset', 'Red Wing'})",frozenset({'Ebony'}),0.06198875255623722,0.34266359918200406,0.05125255623721881,0.8268041237113402,2.412874100677928,0.03001126717749591,3.795335171389618,0.6242531700453187
"frozenset({'Horatio', 'Hermanos', 'Sunset', 'Red Wing'})",frozenset({'High Top'}),0.06198875255623722,0.3397239263803681,0.050485685071574644,0.8144329896907218,2.3973377394056463,0.02942662266174866,3.5581543967280185,0.6213898006316179
"frozenset({'High Top', 'Horatio', 'Sunset', 'Red Wing'})",frozenset({'Hermanos'}),0.06224437627811861,0.3585122699386503,0.050485685071574644,0.8110882956878851,2.2623724867957264,0.028170312441190865,3.3957013536943204,0.5950229718282402
"frozenset({'Fort West', 'Ebony', 'Sunset', 'Red Wing'})",frozenset({'Tri-State'}),0.06032719836400818,0.35109918200408996,0.0515081799591002,0.8538135593220338,2.431830101250671,0.030327349960898455,4.438857769479267,0.6265873198022447
"frozenset({'Fort West', 'Tri-State', 'Sunset', 'Red Wing'})",frozenset({'Ebony'}),0.06122188139059305,0.34266359918200406,0.0515081799591002,0.8413361169102296,2.4552830207779324,0.030529669733105832,4.142949157787104,0.6313685480070337
"frozenset({'Fort West', 'Hermanos', 'Sunset', 'Red Wing'})",frozenset({'Tri-State'}),0.06122188139059305,0.35109918200408996,0.05086912065439673,0.8308977035490605,2.3665612058856387,0.02937416817740809,3.8373270595066757,0.6151037693573381
"frozenset({'Fort West', 'Tri-State', 'Sunset', 'Red Wing'})",frozenset({'Hermanos'}),0.06122188139059305,0.3585122699386503,0.05086912065439673,0.8308977035490605,2.317626963482299,0.0289203249871404,3.7934891691282266,0.6056001587241859
"frozenset({'Best Choice', 'Ebony', 'Sunset', 'Red Wing'})",frozenset({'High Top'}),0.06224437627811861,0.3397239263803681,0.05061349693251534,0.813141683778234,2.3935366944623415,0.02946759302821584,3.533565361019348,0.6208527967421248
"frozenset({'High Top', 'Best Choice', 'Sunset', 'Red Wing'})",frozenset({'Ebony'}),0.06007157464212679,0.34266359918200406,0.05061349693251534,0.8425531914893617,2.4588348266366156,0.030029154957113762,4.174974437627812,0.6312217909307929
"frozenset({'Best Choice', 'Ebony', 'Sunset', 'Red Wing'})",frozenset({'Hermanos'}),0.06224437627811861,0.3585122699386503,0.050741308793456036,0.8151950718685832,2.2738275373617807,0.028425936163072256,3.4711613837764155,0.5973975457885896
"frozenset({'Best Choice', 'Hermanos', 'Sunset', 'Red Wing'})",frozenset({'Ebony'}),0.060199386503067484,0.34266359918200406,0.050741308793456036,0.8428874734607219,2.4598103664142816,0.030113170345766375,4.183857361963192,0.6314792605084854
"frozenset({'Best Choice', 'Hermanos', 'Sunset', 'Red Wing'})",frozenset({'Tri-State'}),0.060199386503067484,0.35109918200408996,0.050357873210633945,0.8365180467091295,2.3825690562257846,0.0292219178522589,3.969250458130827,0.6174554258388267
"frozenset({'Best Choice', 'Tri-State', 'Sunset', 'Red Wing'})",frozenset({'Hermanos'}),0.061733128834355826,0.3585122699386503,0.050357873210633945,0.8157349896480331,2.2753335326225352,0.028225789061813892,3.4813322878610333,0.5973822706349222
"frozenset({'Best Choice', 'Ebony', 'Sunset', 'Red Wing'})",frozenset({'Tri-State'}),0.06224437627811861,0.35109918200408996,0.0516359918200409,0.8295687885010268,2.3627761926581847,0.029782042224438678,3.807406004385643,0.6150526222037497
"frozenset({'Best Choice', 'Tri-State', 'Sunset', 'Red Wing'})",frozenset({'Ebony'}),0.061733128834355826,0.34266359918200406,0.0516359918200409,0.8364389233954452,2.4409914720798076,0.03048229570489418,4.018904830317624,0.6291711006000478
"frozenset({'High Top', 'Sunset', 'Nationeel', 'Red Wing'})",frozenset({'Hermanos'}),0.06096625766871166,0.3585122699386503,0.05023006134969325,0.8238993710691824,2.298106481014361,0.028372909923218788,3.6427338957055224,0.6015323281975195
"frozenset({'Ebony', 'Sunset', 'Nationeel', 'Red Wing'})",frozenset({'Hermanos'}),0.062116564417177916,0.3585122699386503,0.0516359918200409,0.831275720164609,2.31868136704738,0.029366441310048053,3.8019882537782435,0.6063870696145658
"frozenset({'Hermanos', 'Sunset', 'Nationeel', 'Red Wing'})",frozenset({'Ebony'}),0.06301124744376278,0.34266359918200406,0.0516359918200409,0.8194726166328601,2.3914784604757546,0.030044330982013295,3.6412005123963156,0.6209771741053522
"frozenset({'Ebony', 'Sunset', 'Nationeel', 'Red Wing'})",frozenset({'Tri-State'}),0.062116564417177916,0.35109918200408996,0.053425357873210635,0.8600823045267489,2.4496847290197614,0.03161628291743511,4.63773231685312,0.6309784160840666
"frozenset({'Nationeel', 'Tri-State', 'Sunset', 'Red Wing'})",frozenset({'Ebony'}),0.06275562372188138,0.34266359918200406,0.053425357873210635,0.8513238289205703,2.484430301184089,0.03192128997975921,4.421262641118304,0.6374999429073659
"frozenset({'Hermanos', 'Sunset', 'Nationeel', 'Red Wing'})",frozenset({'Tri-State'}),0.06301124744376278,0.35109918200408996,0.0516359918200409,0.8194726166328601,2.334020295790134,0.029512794385478484,3.5944730704717274,0.6099910052388406
